id,kind,zone,worldX,worldZ,lat,lon,areaKm2,sizeX,sizeZ
Z11-019,island,Z11,2051.1,225089.9,5.23563,73.16852,0.0023,56.5,74.1
Z11-018,island,Z11,1993.9,225143.4,5.23616,73.16799,0.0002,13.3,32.1
Z11-017,island,Z11,-4278.7,225165.5,5.23632,73.11140,0.0001,12.2,12.2
Z11-021,island,Z11,-4098.3,224917.4,5.23374,73.11390,0.1901,761.6,611.5
Z09-058,island,Z09,40655.2,226032.5,5.24417,73.51670,0.0016,68.7,47.5
Z09-057,island,Z09,40684.9,226074.8,5.24449,73.51706,0.0004,49.9,17.7
Z11-016,island,Z11,-28460.3,226500.6,5.24845,72.89353,0.0275,323.7,113.9
Z11-015,island,Z11,-828.8,226914.4,5.25204,73.14220,0.0136,369.1,109.5
Z11-014,island,Z11,1526.1,227205.0,5.25521,73.16360,0.0779,220.6,518.6
Z11-013,island,Z11,568.7,228034.8,5.26223,73.15526,0.0348,211.7,221.2
Z11-012,island,Z11,-30364.8,228240.1,5.26401,72.87610,0.017,288.2,134.9
Z11-011,island,Z11,-2374.7,228569.9,5.26729,73.12853,0.0353,197.3,253.2
Z11-009,island,Z11,1367.3,228821.3,5.26935,73.16234,0.0007,33.3,33.2
Z11-010,island,Z11,1237.0,228760.1,5.26878,73.16113,0.0253,250.5,158.1
Z09-056,island,Z09,46665.8,228909.6,5.27013,73.57098,0.0001,12.2,11.1
Z09-055,island,Z09,46675.9,228919.4,5.27025,73.57107,0.0001,10.0,10.0
Z09-054,island,Z09,46686.1,228929.9,5.27036,73.57116,0.0001,12.2,12.2
Z09-053,island,Z09,48455.1,229254.1,5.27324,73.58719,0.0593,804.6,295.2
Z11-006,island,Z11,-13819.7,229428.0,5.27470,73.02531,0.0194,164.1,143.7
Z11-004,island,Z11,-14406.3,229498.9,5.27561,73.02000,0.0039,70.9,77.4
Z11-008,island,Z11,-12922.0,229396.1,5.27443,73.03325,0.0924,406.8,303.0
Z11-007,island,Z11,-11900.8,229397.1,5.27449,73.04259,0.0981,356.9,346.1
Z11-003,island,Z11,-17033.4,229613.9,5.27643,72.99626,0.0135,138.6,133.8
Z11-005,island,Z11,-15455.3,229495.9,5.27537,73.01030,0.1679,581.9,430.1
Z09-052,island,Z09,50523.1,229756.7,5.27838,73.60708,0.2267,1004.9,733.1
Z09-051,island,Z09,52366.1,230151.7,5.28171,73.62304,0.0606,475.3,400.3
Z11-002,island,Z11,-1454.3,230229.4,5.28217,73.13716,0.1665,491.1,539.6
Z09-050,island,Z09,39021.4,230568.8,5.28498,73.50236,0.1783,517.6,448.9
Z09-049,island,Z09,39143.8,230783.6,5.28704,73.50325,0.0049,163.0,76.3
Z11-001,island,Z11,-4264.8,230660.3,5.28608,73.11209,0.1477,972.1,270.9
Z10-008,island,Z10,-20087.3,231899.3,5.29701,72.96882,0.0388,240.5,206.8
Z10-009,island,Z10,-10224.2,231755.8,5.29627,73.05713,0.1148,503.2,415.8
Z10-007,island,Z10,-8760.5,232258.8,5.30057,73.07111,0.1613,516.5,425.7
Z09-048,island,Z09,37493.6,232578.5,5.30340,73.48834,0.003,96.4,67.5
Z09-047,island,Z09,36870.2,233045.3,5.30748,73.48277,0.2199,933.4,391.4
Z10-006,island,Z10,-8013.2,234060.0,5.31661,73.07766,0.0029,46.6,107.3
Z09-045,island,Z09,55104.8,234731.5,5.32283,73.64716,0.0001,11.1,12.2
Z09-046,island,Z09,35767.5,234593.3,5.32155,73.47297,0.0798,295.9,372.6
Z09-044,island,Z09,55123.6,234946.4,5.32446,73.64725,0.0236,142.8,347.2
Z09-043,island,Z09,55442.9,235674.7,5.33136,73.65021,0.0001,12.2,12.2
Z09-042,island,Z09,34790.2,235920.0,5.33343,73.46413,0.1947,558.8,535.2
Z10-005,island,Z10,-21845.4,236082.6,5.33491,72.95257,0.2155,708.2,420.2
Z09-041,island,Z09,55598.3,236162.2,5.33728,73.65256,0.3288,570.2,1299.3
Z10-003,island,Z10,-19860.0,237015.6,5.34344,72.97082,0.0001,12.2,12.2
Z10-002,island,Z10,-19870.3,237025.9,5.34358,72.97073,0.0001,12.2,12.2
Z10-004,island,Z10,-20131.7,236824.5,5.34206,72.96887,0.1462,577.5,347.2
Z09-040,island,Z09,56251.7,237073.7,5.34387,73.65752,0.0097,129.6,138.2
Z10-001,island,Z10,-17728.3,237979.5,5.35202,72.99000,0.0265,338.1,162.5
Z09-039,island,Z09,55853.9,237763.1,5.35011,73.65400,0.0924,236.1,594.9
Z09-038,island,Z09,30701.2,238346.4,5.35565,73.42700,0.0069,89.8,102.8
Z09-037,island,Z09,31074.0,238539.4,5.35755,73.43113,0.1937,587.5,509.8
Z08-078,island,Z08,-25565.5,238819.9,5.36005,72.91935,0.0567,227.2,483.2
Z08-077,island,Z08,-27106.6,239550.8,5.36641,72.90483,0.0497,577.4,182.5
Z09-034,island,Z09,20947.3,239494.5,5.36585,73.33229,0.2375,1773.2,635.8
Z09-033,island,Z09,21915.1,239831.6,5.36897,73.34775,0.0005,44.3,24.3
Z09-035,island,Z09,29611.3,239086.7,5.36294,73.41529,0.4526,1867.0,1455.2
Z09-036,island,Z09,55908.8,239017.2,5.36216,73.65652,0.4458,836.8,1666.4
Z09-031,island,Z09,22122.1,239881.1,5.36939,73.34942,0.0039,147.4,61.9
Z09-032,island,Z09,28577.0,239864.6,5.36911,73.40776,0.0089,98.6,133.8
Z09-030,island,Z09,25321.8,240552.2,5.37547,73.37847,0.0001,12.2,12.2
Z09-029,island,Z09,25878.6,240634.3,5.37615,73.38307,0.0571,790.2,184.7
Z08-076,island,Z08,-21636.6,240683.0,5.37672,72.95463,0.0135,127.5,242.2
Z08-075,island,Z08,-27460.9,241259.1,5.38194,72.90232,0.0147,170.7,141.5
Z08-074,island,Z08,-18959.3,242415.8,5.39222,72.97898,0.0415,210.5,330.6
Z08-073,island,Z08,-17569.0,243308.2,5.40070,72.99145,0.0733,379.0,243.3
Z08-072,island,Z08,-27853.4,244098.5,5.40754,72.89868,0.0046,117.5,63.0
Z09-027,island,Z09,54875.6,245094.5,5.41665,73.64514,0.0008,32.1,44.2
Z09-026,island,Z09,22687.1,245208.9,5.41753,73.35471,0.0014,57.6,53.1
Z09-028,island,Z09,55092.4,243441.4,5.40108,73.64841,0.4217,1131.2,4120.1
Z09-025,island,Z09,54302.0,245878.7,5.42341,73.63970,0.0711,318.3,473.3
Z09-024,island,Z09,23418.0,246060.2,5.42542,73.36127,0.004,76.5,74.1
Z09-023,island,Z09,53295.0,246767.3,5.43158,73.63042,0.0721,545.4,318.5
Z09-022,island,Z09,51037.8,247733.9,5.44036,73.61053,0.0014,63.2,37.6
Z09-021,island,Z09,50791.0,247830.2,5.44135,73.60826,0.0265,362.5,226.7
Z08-071,island,Z08,-26811.6,247742.8,5.44072,72.90828,0.2046,693.7,398.1
Z08-070,island,Z08,-12337.3,248433.7,5.44670,73.03864,0.0079,181.7,85.1
Z08-069,island,Z08,-23093.1,248533.3,5.44745,72.94092,0.0883,448.9,342.8
Z09-020,island,Z09,23912.8,248217.5,5.44499,73.36509,0.5557,740.3,1162.2
Z08-068,island,Z08,-13239.8,248634.2,5.44870,73.02888,0.457,1588.0,402.5
Z08-067,island,Z08,-18911.3,249466.7,5.45576,72.97997,0.1303,697.0,277.5
Z08-066,island,Z08,-18781.4,249570.8,5.45703,72.98052,0.0001,11.1,12.2
Z08-064,island,Z08,-30907.4,249807.4,5.45918,72.87112,0.0071,128.6,103.9
Z08-065,island,Z08,-21499.2,249692.9,5.45814,72.95514,0.331,836.7,571.7
Z08-063,island,Z08,-29322.9,250052.4,5.46138,72.88537,0.0223,210.5,138.2
Z08-062,island,Z08,-12682.8,250313.8,5.46317,73.03441,0.523,1254.4,594.9
Z08-060,island,Z08,-13053.0,250570.5,5.46604,73.03222,0.0013,78.7,23.2
Z09-019,island,Z09,24430.5,249829.3,5.45858,73.36965,0.2987,420.8,1675.2
Z08-061,island,Z08,-26232.8,250392.2,5.46431,72.91342,0.2398,736.9,456.7
Z09-018,island,Z09,45402.0,250974.3,5.46962,73.55982,0.1419,1089.7,747.5
Z09-017,island,Z09,44858.4,251329.3,5.47293,73.55481,0.0001,12.2,12.2
Z09-016,island,Z09,44796.7,251385.7,5.47337,73.55430,0.0005,44.3,23.2
Z08-059,island,Z08,-21841.3,251552.6,5.47550,72.95483,0.1731,984.1,293.0
Z08-057,island,Z08,-13315.9,251915.3,5.47823,73.02984,0.0001,12.2,12.2
Z08-058,island,Z08,-12427.0,251779.7,5.47675,73.03740,0.4396,1519.2,483.2
Z09-015,island,Z09,26205.3,251805.1,5.47722,73.38602,0.3975,1127.7,1166.6
Z09-014,island,Z09,28113.0,252667.3,5.48515,73.40369,0.0028,32.2,143.7
Z08-056,island,Z08,-19340.8,252696.9,5.48524,72.97541,0.0474,408.9,197.9
Z09-013,island,Z09,28067.5,252795.9,5.48622,73.40333,0.0002,23.3,23.2
Z08-055,island,Z08,-28134.0,252853.2,5.48662,72.89601,0.2121,649.3,453.4
Z09-012,island,Z09,40463.8,253399.6,5.49117,73.51524,0.0261,176.2,234.4
Z09-010,island,Z09,30429.5,253538.3,5.49270,73.42466,0.0016,44.3,68.6
Z08-054,island,Z08,-23484.8,253414.8,5.49165,72.93840,0.144,565.1,351.6
Z08-053,island,Z08,-12281.0,253486.0,5.49239,73.03896,0.0514,351.3,193.5
Z08-050,island,Z08,-16998.0,253702.6,5.49435,72.99660,0.0001,12.2,12.2
Z09-009,island,Z09,30373.1,253639.4,5.49360,73.42420,0.0114,108.6,172.5
Z08-049,island,Z08,-17021.8,253728.5,5.49464,72.99639,0.002,75.4,44.2
Z08-052,island,Z08,-16897.9,253684.4,5.49415,72.99784,0.0124,175.1,163.7
Z08-051,island,Z08,-29759.2,253664.2,5.49430,72.88161,0.1621,610.6,359.4
Z09-011,island,Z09,29027.8,253495.7,5.49227,73.41195,0.4881,783.3,1082.5
Z09-008,island,Z09,31382.4,254610.5,5.50253,73.43322,0.0002,23.3,23.2
Z09-007,island,Z09,31422.6,254626.1,5.50269,73.43357,0.0036,58.7,95.1
Z08-048,island,Z08,-11938.0,255182.0,5.50786,73.04214,0.0012,57.6,33.2
Z08-047,island,Z08,-20084.8,255162.9,5.50791,72.96892,0.0959,456.5,294.1
Z08-045,island,Z08,-18767.2,255495.7,5.51048,72.98038,0.0737,485.4,221.2
Z08-046,island,Z08,-12023.6,255380.2,5.50956,73.04189,0.0953,346.8,406.9
Z08-044,island,Z08,-35798.2,255854.8,5.51354,72.82674,0.0762,457.8,369.3
Z09-006,island,Z09,32344.0,256640.1,5.52123,73.44172,0.0664,290.4,340.6
Z08-043,island,Z08,-34032.5,257070.0,5.52465,72.84225,0.0639,492.1,316.2
Z08-042,island,Z08,-38020.9,257510.6,5.52870,72.80705,0.0094,219.3,153.7
Z08-041,island,Z08,-11874.0,257840.1,5.53135,73.04249,0.3187,1193.3,485.4
Z09-005,island,Z09,39485.9,257990.3,5.53298,73.50633,0.1169,476.8,722.1
Z09-004,island,Z09,39120.5,258819.0,5.54062,73.50307,0.0001,11.1,12.2
Z09-003,island,Z09,39119.5,258841.0,5.54094,73.50304,0.0017,85.3,53.1
Z09-002,island,Z09,39060.6,258889.0,5.54130,73.50253,0.0001,12.2,12.2
Z08-040,island,Z08,-11631.2,259739.0,5.54928,73.04399,0.3199,864.2,520.8
Z09-001,island,Z09,34899.7,259797.0,5.54970,73.46632,0.3133,1421.2,707.7
Z08-039,island,Z08,-22629.5,260595.2,5.55660,72.94557,0.0023,85.3,64.1
Z08-038,island,Z08,-11709.4,261284.2,5.56287,73.04377,0.2513,763.4,431.2
Z08-037,island,Z08,-24561.9,261502.9,5.56476,72.92845,0.0089,179.5,127.2
Z08-036,island,Z08,-21356.6,262807.2,5.57672,72.95711,0.0194,267.0,103.9
Z08-035,island,Z08,-11658.8,263539.1,5.58374,73.04435,0.3207,545.2,917.8
Z08-033,island,Z08,-21868.8,266259.7,5.60793,72.95265,0.0729,418.8,267.6
Z08-034,island,Z08,-11717.3,265968.5,5.60628,73.04348,0.4563,824.3,817.2
Z08-032,island,Z08,-20004.4,266558.9,5.61081,72.96940,0.0011,34.3,82.9
Z08-031,island,Z08,-25595.0,266765.4,5.61260,72.91896,0.0069,151.8,76.3
Z08-030,island,Z08,-32668.9,267406.0,5.61880,72.85520,0.091,263.6,451.2
Z08-029,island,Z08,-32977.6,267870.8,5.62243,72.85227,0.0008,28.8,52.0
Z08-028,island,Z08,-32942.2,267862.0,5.62254,72.85270,0.0023,63.2,84.0
Z08-025,island,Z08,-25005.6,268692.7,5.62996,72.92429,0.0001,12.2,12.2
Z08-027,island,Z08,-25073.7,268660.4,5.62966,72.92362,0.0061,104.1,90.7
Z08-026,island,Z08,-11913.5,268562.9,5.62971,73.04113,0.4761,589.2,1565.8
Z08-024,island,Z08,-28303.3,269857.0,5.64059,72.89448,0.0068,126.3,120.5
Z08-023,island,Z08,-34345.0,270110.6,5.64277,72.83998,0.0012,46.5,43.1
Z08-022,island,Z08,-18018.1,270185.3,5.64352,72.98700,0.0329,476.3,231.1
Z07-098,island,Z07,19911.5,270523.4,5.64653,73.32968,0.1785,501.8,485.4
Z07-097,island,Z07,16501.0,270578.7,5.64727,73.29916,0.1234,426.6,463.3
Z08-021,island,Z08,-29401.3,271026.1,5.65105,72.88466,0.0466,413.1,330.6
Z08-020,island,Z08,-21295.7,272029.5,5.65994,72.95797,0.0119,134.0,153.7
Z08-019,island,Z08,-21373.9,272078.9,5.66057,72.95706,0.0015,32.1,74.1
Z07-095,island,Z07,25800.9,272638.7,5.66563,73.38292,0.0012,50.9,54.2
Z07-096,island,Z07,13819.4,272439.1,5.66373,73.27452,0.4479,791.0,863.6
Z07-093,island,Z07,26682.4,273161.8,5.67033,73.39087,0.0001,12.2,12.2
Z07-092,island,Z07,26692.8,273172.1,5.67047,73.39096,0.0001,11.1,12.2
Z08-017,island,Z08,-33704.9,273100.0,5.66991,72.84577,0.0386,192.7,337.3
Z08-018,island,Z08,-13314.4,272921.5,5.66856,73.03006,0.3235,542.7,803.9
Z07-091,island,Z07,26765.3,273263.8,5.67120,73.39166,0.0142,126.3,183.6
Z07-094,island,Z07,26314.6,273224.6,5.67027,73.38726,0.2818,761.9,883.5
Z07-089,island,Z07,28210.2,274960.1,5.68660,73.40467,0.0044,85.3,73.0
Z07-090,island,Z07,12006.9,274662.9,5.68465,73.25782,0.2247,587.2,876.9
Z08-016,island,Z08,-13678.5,275405.6,5.69053,73.02658,0.1034,377.7,357.2
Z07-088,island,Z07,21194.5,275531.9,5.69180,73.34107,0.0611,396.6,246.6
Z07-087,island,Z07,28646.1,275814.3,5.69461,73.40860,0.0668,246.8,663.5
Z07-086,island,Z07,17966.1,276105.5,5.69622,73.31210,0.2137,405.4,656.8
Z07-085,island,Z07,28616.0,276484.7,5.70033,73.40840,0.0065,84.2,148.2
Z07-084,island,Z07,29078.6,277116.0,5.70609,73.41252,0.0001,11.1,12.2
Z07-083,island,Z07,29089.3,277134.4,5.70634,73.41262,0.0002,13.3,33.2
Z08-015,island,Z08,-13856.6,277368.1,5.70812,73.02394,0.469,509.4,1428.6
Z07-081,island,Z07,9398.1,278260.7,5.71659,73.23473,0.0238,274.7,116.1
Z07-082,island,Z07,29301.2,277886.7,5.71347,73.41499,0.3956,459.4,1586.8
Z07-080,island,Z07,29311.9,278808.5,5.72162,73.41463,0.0012,32.1,74.1
Z08-014,island,Z08,-32656.8,279104.9,5.72407,72.85533,0.0152,302.4,85.1
Z08-013,island,Z08,-32466.3,279133.6,5.72432,72.85688,0.0021,64.3,47.5
Z08-012,island,Z08,-23859.9,279810.4,5.73058,72.93440,0.1442,456.3,406.9
Z07-078,island,Z07,29225.3,280042.6,5.73255,73.41391,0.0003,44.3,17.7
Z07-077,island,Z07,29191.0,280087.5,5.73305,73.41354,0.0021,64.3,50.9
Z07-076,island,Z07,22742.1,280537.8,5.73708,73.35514,0.0067,130.7,103.9
Z07-079,island,Z07,23245.3,279949.1,5.73166,73.35976,0.4576,887.6,1283.8
Z08-011,island,Z08,-14497.2,280702.3,5.73839,73.01908,0.0054,80.8,86.2
Z07-075,island,Z07,7343.3,281209.5,5.74408,73.21616,0.2165,491.7,683.4
Z07-074,island,Z07,19283.6,281285.5,5.74457,73.32417,0.1707,492.0,664.6
Z08-010,island,Z08,-14853.8,281893.4,5.74954,73.01575,0.131,428.6,378.2
Z08-009,island,Z08,-20913.5,282104.0,5.75099,72.96131,0.1605,519.4,441.2
Z07-073,island,Z07,11050.6,282086.3,5.75118,73.24960,0.2329,686.7,456.7
Z07-072,island,Z07,6494.9,282372.4,5.75373,73.20863,0.0003,24.4,33.2
Z07-071,island,Z07,12558.1,282520.2,5.75485,73.26314,0.1842,474.0,584.9
Z08-006,island,Z08,-20576.6,283997.9,5.76834,72.96422,0.0003,22.1,37.6
Z08-007,island,Z08,-20439.1,283964.4,5.76771,72.96558,0.0379,260.3,254.3
Z07-068,island,Z07,28222.1,284264.7,5.77082,73.40480,0.0003,23.3,29.9
Z07-070,island,Z07,29048.5,283715.6,5.76605,73.41128,1.0013,1337.3,1211.9
Z07-067,island,Z07,28354.9,284367.6,5.77172,73.40602,0.0001,23.3,13.3
Z07-069,island,Z07,21444.8,283982.1,5.76867,73.34363,0.3605,654.7,859.2
Z08-008,island,Z08,-15181.9,283547.4,5.76558,73.01194,0.5316,590.2,1579.0
Z08-005,island,Z08,-15322.9,284488.6,5.77292,73.01173,0.0033,91.9,97.3
Z07-066,island,Z07,23567.6,284917.4,5.77641,73.36248,0.3253,725.5,589.4
Z08-004,island,Z08,-30345.3,285376.1,5.78078,72.87601,0.0121,192.7,103.9
Z07-064,island,Z07,14002.1,286066.0,5.78708,73.27643,0.0001,12.2,11.1
Z07-063,island,Z07,13971.4,286085.2,5.78725,73.27614,0.0001,13.3,10.0
Z07-065,island,Z07,14012.9,285916.3,5.78557,73.27640,0.0756,301.3,357.2
Z07-062,island,Z07,13961.8,286095.5,5.78734,73.27607,0.0001,12.2,12.2
Z07-061,island,Z07,13859.6,286151.3,5.78782,73.27509,0.0014,73.1,44.2
Z07-060,island,Z07,23611.5,286421.3,5.79054,73.36250,0.2116,725.4,439.0
Z08-003,island,Z08,-15847.6,286719.2,5.79289,73.00648,0.3558,575.8,895.7
Z07-059,island,Z07,8631.5,287082.7,5.79631,73.22755,0.146,505.0,426.8
Z07-058,island,Z07,21579.5,287175.9,5.79711,73.34486,0.0987,428.7,327.3
Z07-056,island,Z07,16130.0,287735.0,5.80217,73.29565,0.0001,12.2,12.2
Z07-057,island,Z07,16334.5,287733.4,5.80208,73.29777,0.1058,445.2,310.7
Z07-055,island,Z07,2401.2,288059.9,5.80513,73.17235,0.3764,764.2,805.0
Z07-054,island,Z07,34009.1,288377.7,5.80798,73.45707,0.0189,282.4,147.1
Z08-002,island,Z08,-16240.2,288265.1,5.80769,73.00294,0.3577,610.1,878.0
Z07-052,island,Z07,18689.1,289167.9,5.81499,73.31888,0.0568,306.8,242.2
Z07-053,island,Z07,19527.3,289134.9,5.81481,73.32642,0.1001,447.4,303.0
Z07-051,island,Z07,25236.7,289300.8,5.81593,73.37800,0.3621,808.6,750.8
Z07-050,island,Z07,26315.7,290017.4,5.82274,73.38755,0.1139,311.3,463.3
Z07-048,island,Z07,6630.2,290952.8,5.83101,73.20953,0.1589,480.6,442.3
Z07-046,island,Z07,17219.8,291549.5,5.83667,73.30550,0.0001,23.3,13.3
Z07-044,island,Z07,17189.9,291559.4,5.83676,73.30523,0.0001,23.3,13.3
Z07-045,island,Z07,17121.2,291549.5,5.83672,73.30466,0.0004,35.4,33.2
Z07-043,island,Z07,17164.4,291568.6,5.83684,73.30499,0.0001,12.2,12.2
Z07-047,island,Z07,17310.8,291486.4,5.83590,73.30672,0.0783,471.8,261.0
Z07-049,island,Z07,35657.4,290007.3,5.82492,73.47721,1.1014,2536.6,3452.2
Z07-042,island,Z07,32687.6,292469.1,5.84499,73.44515,0.0764,327.9,369.3
Z07-041,island,Z07,32500.8,292664.3,5.84673,73.44350,0.0024,57.6,74.1
Z07-040,island,Z07,20648.9,293261.6,5.85216,73.33650,0.1255,387.6,468.8
Z08-001,island,Z08,-17548.3,293785.6,5.85592,72.99212,0.3043,567.9,1267.2
Z07-038,island,Z07,6290.6,294379.1,5.86221,73.20681,0.0001,12.2,12.2
Z07-037,island,Z07,6389.9,294389.4,5.86235,73.20770,0.0001,12.2,12.2
Z07-036,island,Z07,6275.9,294390.2,5.86236,73.20668,0.0001,23.3,13.3
Z07-035,island,Z07,6329.8,294395.6,5.86242,73.20705,0.0031,63.1,92.9
Z07-039,island,Z07,23991.7,294267.2,5.86110,73.36631,0.1874,688.9,474.4
Z07-034,island,Z07,6372.7,294588.8,5.86413,73.20755,0.0015,54.3,49.8
Z07-033,island,Z07,-661.8,295607.4,5.87334,73.14403,0.1426,457.3,435.7
Z07-032,island,Z07,21461.4,295825.0,5.87519,73.34344,0.0688,366.6,377.1
Z07-030,island,Z07,27698.2,296632.8,5.88261,73.40034,0.2465,699.9,448.9
Z07-028,island,Z07,25315.9,296883.3,5.88502,73.37863,0.0067,111.9,233.3
Z07-029,island,Z07,25236.2,296833.0,5.88432,73.37778,0.0569,308.0,518.6
Z07-031,island,Z07,34985.3,296355.0,5.88199,73.46653,0.7875,962.2,1199.7
Z07-027,island,Z07,25196.9,297130.2,5.88717,73.37753,0.0005,34.3,34.3
Z07-026,island,Z07,18596.2,297185.4,5.88762,73.31794,0.0016,47.6,57.5
Z07-025,island,Z07,18675.6,297174.3,5.88765,73.31870,0.0053,94.1,82.9
Z07-023,island,Z07,34131.7,298840.1,5.90260,73.45824,0.0001,12.2,12.2
Z07-024,island,Z07,33984.9,298644.2,5.90076,73.45658,0.2953,592.8,988.5
Z07-021,island,Z07,18278.6,300232.4,5.91516,73.31507,0.0011,72.0,34.3
Z07-022,island,Z07,18331.9,300035.2,5.91285,73.31518,0.1225,401.8,681.1
Z07-020,island,Z07,768.8,300757.5,5.91994,73.15695,0.0001,12.2,12.2
Z07-019,island,Z07,31748.2,300825.0,5.92056,73.43686,0.1224,445.2,406.9
Z07-018,island,Z07,17391.6,304068.2,5.94984,73.30694,0.1516,538.1,377.1
Z07-016,island,Z07,-1944.8,304339.7,5.95233,73.13225,0.0439,387.5,277.5
Z07-015,island,Z07,26170.1,305415.8,5.96225,73.38636,0.0557,283.5,287.5
Z07-013,island,Z07,23897.9,305987.0,5.96726,73.36585,0.0003,24.4,23.2
Z07-014,island,Z07,24215.2,305804.9,5.96515,73.36849,0.2728,829.4,510.9
Z07-011,island,Z07,23935.8,306037.3,5.96766,73.36619,0.0006,41.0,23.2
Z07-010,island,Z07,28491.8,306163.1,5.96880,73.40733,0.0016,63.1,55.3
Z07-009,island,Z07,21655.0,306205.6,5.96915,73.34559,0.0001,12.2,22.1
Z07-008,island,Z07,21665.5,306219.8,5.96932,73.34569,0.0001,10.0,10.0
Z07-007,island,Z07,21675.5,306234.7,5.96945,73.34577,0.0002,10.0,19.9
Z07-017,island,Z07,29328.5,304530.3,5.95144,73.41560,1.4984,2913.7,3942.0
Z07-012,island,Z07,26899.5,306029.9,5.96747,73.39305,0.1273,419.7,450.0
Z07-005,island,Z07,21686.0,306254.2,5.96967,73.34587,0.0001,12.2,23.2
Z07-006,island,Z07,28192.5,306267.8,5.96967,73.40474,0.0258,291.2,133.8
Z06-002,island,Z06,-21796.0,305990.7,5.96701,72.95339,0.5671,1045.1,811.6
Z05-060,island,Z05,-2798.7,306193.7,5.96881,73.12468,0.0968,258.0,483.2
Z07-004,island,Z07,21650.1,306436.6,5.97210,73.34514,0.2119,553.5,800.6
Z06-001,island,Z06,-23441.2,307262.7,5.97866,72.93820,0.0845,424.0,320.7
Z07-003,island,Z07,19217.3,307811.0,5.98322,73.32374,0.2666,621.2,621.4
Z05-059,island,Z05,6904.0,308936.4,5.99359,73.21126,0.0887,890.0,817.2
Z07-002,island,Z07,17065.3,309339.7,5.99756,73.30415,0.0001,23.3,12.2
Z07-001,island,Z07,16853.0,309626.6,6.00012,73.30070,0.1136,676.4,621.4
Z05-058,island,Z05,-4175.7,310357.4,6.00735,73.11220,0.2791,849.1,503.1
Z05-057,island,Z05,16220.0,311244.7,6.01491,73.29716,0.0696,487.1,434.6
Z05-056,island,Z05,-6874.4,311755.1,6.01926,73.08811,0.0256,367.5,175.8
Z05-055,island,Z05,-7135.7,311848.6,6.02027,73.08555,0.0004,34.3,23.2
Z05-054,island,Z05,-7793.3,312140.2,6.02288,73.07960,0.0001,12.2,12.2
Z05-053,island,Z05,14810.2,313712.4,6.03669,73.28383,0.258,660.9,499.8
Z05-052,island,Z05,-10874.0,315449.0,6.05280,73.05178,0.0002,33.2,12.2
Z05-051,island,Z05,-10895.8,315557.7,6.05379,73.05158,0.0001,12.2,11.1
Z05-049,island,Z05,-10865.9,315626.7,6.05441,73.05185,0.0001,12.2,12.2
Z05-050,island,Z05,-10496.7,315599.1,6.05396,73.05402,0.1077,489.3,378.2
Z05-048,island,Z05,-11467.7,315869.8,6.05697,73.04619,0.0513,235.8,290.8
Z05-047,island,Z05,-11686.3,316756.0,6.06444,73.04441,0.0015,24.4,103.9
Z05-046,island,Z05,14928.1,317235.1,6.07072,73.28279,0.4497,690.9,1764.8
Z05-045,island,Z05,5942.8,319442.6,6.08955,73.20380,0.0674,249.1,506.4
Z05-044,island,Z05,15100.8,321051.3,6.10346,73.28939,0.4727,940.9,1206.4
Z05-043,island,Z05,8610.6,322251.6,6.11467,73.22776,0.1304,364.2,466.6
Z05-042,island,Z05,11499.8,323280.3,6.12421,73.25467,0.178,417.4,848.1
Z05-041,island,Z05,-12569.8,325107.3,6.14011,73.03647,0.0051,182.6,48.7
Z05-040,island,Z05,15911.8,325718.9,6.14568,73.29376,0.0001,12.2,12.2
Z05-039,island,Z05,15882.1,325815.1,6.14630,73.29352,0.0043,52.0,123.8
Z05-038,island,Z05,15756.8,326288.5,6.15098,73.29238,0.0186,80.9,327.3
Z05-036,island,Z05,15414.6,327159.6,6.15868,73.28927,0.0001,10.0,10.0
Z05-035,island,Z05,11280.4,327750.5,6.16399,73.25125,0.3909,655.2,829.3
Z05-037,island,Z05,15463.3,326674.9,6.15393,73.28911,0.9779,903.6,3330.5
Z05-033,island,Z05,15870.9,329553.3,6.18031,73.29340,0.0001,12.2,12.2
Z05-034,island,Z05,15788.9,329474.0,6.17940,73.29254,0.0086,160.4,223.4
Z05-032,island,Z05,16466.2,329894.8,6.18337,73.29873,0.0101,77.4,227.8
Z05-031,island,Z05,16536.0,330189.9,6.18607,73.29941,0.0013,39.8,54.2
Z05-028,island,Z05,16566.8,330447.2,6.18844,73.29969,0.0001,12.2,12.2
Z05-029,island,Z05,16603.8,330438.7,6.18815,73.30001,0.0041,62.0,113.9
Z05-030,island,Z05,10568.3,330393.2,6.18795,73.24550,0.0984,369.6,358.3
Z05-026,island,Z05,-13106.2,331424.8,6.19701,73.03025,0.372,952.9,547.4
Z05-025,island,Z05,16074.1,331805.4,6.20091,73.29517,0.0121,122.8,131.6
Z05-027,island,Z05,16360.4,330809.4,6.19163,73.29915,0.4975,861.8,2493.5
Z05-024,island,Z05,-16800.9,332124.3,6.20316,72.99858,0.0424,245.6,296.3
Z05-023,island,Z05,-9765.8,332815.3,6.20958,73.06060,0.2567,719.4,630.3
Z05-022,island,Z05,10121.0,334912.0,6.22903,73.24149,0.0644,268.9,307.4
Z05-021,island,Z05,13008.0,335508.3,6.23488,73.26502,0.6839,943.9,1127.9
Z05-020,island,Z05,7595.6,338940.3,6.26426,73.21828,0.3718,629.7,781.8
Z05-019,island,Z05,5074.4,340488.7,6.27933,73.19595,0.2463,605.3,526.3
